Eisen Wagner Gesell-          schaft m.b.H.                                                                             0000SchÑrdinger Stra·e 63         A 4910  Ried/I.                       005024
SteiermÑrkische               Krankenanstalten Gesellschaft m.b.H.                                                      0000Billrothgasse 18a             A 8036  Graz                          005068
SteiermÑrkische Sparkasse Graz                                                                                          0000Sparkassenplatz 4             A 8010  Graz                          005077
Steirisches KohlensÑurewerk   Gesellschaft m.b.H. Nfg.      Kommanditgesellschaft                                       0000Puchstra·e 41                 A 8020  Graz                          005079
WertprÑsent Gesell-           schaft m.b.H.                                                                             0000Boschstra·e 31                A 4600  Wels                          005045
Stingl Ernst                  Fliesen-Platten-Mosaik                                                                    0000Am Damm 5                     A 8020  Graz                          005309
Rudolf Wimmer Gesell-         schaft m.b.H.                                                                             0000Linzer Strasse 200            A 4600  Wels                          005051
Dr, Steiner Bernhard          Immobilienverwaltung                                                                      0000Morellenfeldgasse 2           A 8010  Graz                          001234
Wiesner-Hager                 Mîbelgesellschaft mbH                                                                     0004Linzer Stra·e 22              A 4950  Altheim                       005056
Franz Tieber KG               Sand- u. Schotterwerk                                                                     0000                              A 8120  Peggau 1                      005312
TEKO-Plastik                  Kunststoffwerk E. Schrîck     Gesellschaft m.b.H.                                         0000Preding 134                   A 8160  Weiz                          005315
GebrÅder Weiss Gesell-        schaft m.b.H.                 Zweigniederlassung Linz                                     0000Prinz Eugen Stra·e 33         A 4020  Linz                          005065
Welser Messe                                                                                                            0000MessegelÑnde                  A 4601  Wels                          005075
Franz Wiesauer & Tochter      Salzgro·handlung                                                                          0000Rindbachstra·e 22             A 4802  Ebensee                       005317
Naintsch                      Mineralwerke Gesellschaft mbH                                                             0000Stattegger Stra·e 60          A 8045  Graz                          005327
Titz Johann                   Wild- u. GeflÅgelhandel                                                                   0000                              A 8330  Rohr 66                       005330
Dr. Tischendorf Hermann       Peter Magreiter               WirtschaftstreuhÑnder                                       0000Katzianergasse 2              A 8010  Graz                          005337
Ing. TÑubl Peter              Techn. BÅro u. Maschinenhandel                                                            0000Friedrich Schlegel Gasse 3    A 8670  Krieglach                     005343
TECHNOVA                      Stmk. Technologieberatungs-   zentrum                                                     0000Grottenhofstra·e 3            A 8053  Graz                          005353
Matthias Thier GesellschaftmbH                                                                                          0000Hauptstra·e 229               A 8141  UnterpremstÑtten              005355
SCA LAAKIRCHEN                AKTIENGESELLSCHAFT                                                                        0005Schillerstra·e 5              A 4663  Laakirchen                    005078
Alois Vasold Gesellschaft mbH                                                                                           0000                              A 8942  Wîrschach                     005374
SÅdsteirische Volksbank       reg. Genossenschaften m.b.H.                                                              0000Stra·e des 27.JÑnner 1919  14 A 8430  Leibnitz                      005376
Bruno Voit                    Gesellschaft m.b.H.                                                                       0000Hauptstra·e 94                A 8301  La·nitzhîhe                   005377
Volksbank Enns- u. Paltental  reg. GenmbH                                                                               0000Hauptstra·e 12                A 8786  Rottenmann                    005379
Volksbank Aichfeld Murboden   reg. GenmbH                                                                               0000                              A 8750  Judenburg                     005382
Automobilvertriebs            Aktiengesellschaft                                                                        0000Mayerhoferstra·e 36           A 4010  Linz                          005381
Ch.Windisch-Graetz & Co.      Kom.Ges.                                                                                  0000Klederinger Stra·e 45         A 2320  Schwechat                     003335
Franz Wastian GesellschaftmbH                                                                                           0000Grazer Stra·e                 A 8510  Steinz                        005631
Walcher Elektrotechnik        Gesellschaft m.b.H.                                                                       0000Tulwitzviertel 37             A 8163  Fladnitz a. d. T.             005639
Winkelbauer Gesellschaftm.b.H.                                                                                          0000Viertelfeistritz 64           A 8184  Anger                         005644
Wernegg & Co                  Elektrounternehmen in Leoben  Gesellschaft m.b.H. & Co. KG.                               0000Franz Josef Stra·e 11-13      A 8700  Leoben                        005646
Wieser Maschinenbau           Gesellschaft m.b.H.                                                                       0000Puchen 214                    A 8992  Alt Aussee                    005648
Arch. Dipl. Ing. Wosatka Odo  staatl. bef. u. beeid. Zivil- techniker                                                   0000Kasernstra·e 80               A 8041  Graz                          005650
Jessur Werksniederlage        Wiking Gesellschaft m.b.H.                                                                0000Annenstra·e 42/II             A 8020  Graz                          005656
Glas Zemann Gesellschaft m.b.H                                                                                          0000Metahofgasse 16               A 8010  Graz                          005673
Zach Alfred                   Installationen                                                                            0000                              A 8083  St. Stefan i. R. 123          005682
Franz Zîscher KG              Feiner Innenausbau            Fenster u. TÅren                                            0000                              A 8644  MÅrzhofen                     005683
Viktor Tschipani KG           Tschipani & Co GmbH                                                                       0000Europastra·e 5                A 4600  Wels                          005893
Wallner Irene                 Import Gro·handel             Rahmen Bilder Spiegel                                       0000Koppstra·e 55                 A 1160  Wien                          002602
LKW Walter AG                                                                                                           0000IZ N.ô.SÅd Stra·e 14          A 2351  Wr.Neudorf                    002609
Warzel Josef                  Bauglaserei-Glasbeleger       Glasschleiferei                                             0000Schanzstra·e 47               A 1140  Wien                          002625
Wawrein OHG.                                                                                                            0000Gutenbergstra·e 9             A 2232  Deutsch-Wagram                002631
Weichsel & Co.                Gesellschaft mbH                                                                          0000Gentzgasse 32                 A 1180  Wien                          002646
Harald Weidhofer KG                                                                                                     0000Nu·waldgasse 14               A 1190  Wien                          002656
Weidinger Wolfgang            Erz.v.Druckformen             Reprostudio                                                 0000Nikolsdorfergasse 33          A 1050  Wien                          002658
Weingartner Gesellschaft mbH                                                                                            0000Waidhofenstra·e 36            A 3300  Amstetten                     002668
Otto Weinhappl                Gesellschaft mbH              mit beschrÑnkter Haftung                                    0000Bahnhofplatz 3                A 3950  GmÅnd                         002672
Ing.Weinrath Armin            Zimmermeister                                                                             0000Dornbacher Stra·e 30          A 1170  Wien                          002688
Weiss Johann u.Gabriele       BP-Tankstelle                                                                             0000Tankstra·e 200                A 2301  Wittau                        002706
IPM Innovative Produkt-       Marketing GmbH                                                                            0000Krahof 75                     A 3372  Blindenmarkt                  002711
Dr.Hans Werba OHG                                                                                                       0000Lugeck 1-2                    A 1011  Wien                          003033
Hedwig Werning                Inh.Renate Fellner                                                                        0000Breitenfurterstra·e 338       A 1230  Wien                          003037
"Weserbau"                    Baugesellschaft mbH                                                                       0000Spitalgasse 1                 A 1090  Wien                          003040
Wessely Fa. Herbert Vesely    Inh.: Christine Pirschtl                                                                  0000Siegfried Marcus Stra·e 6     A 3300  Amstetten                     003043
Wick Kunststoffverpackungen   Vertriebsgesellschaft mbH                                                                 0000Ziegelfeldstra·e 10           A 3430  Tulln                         003052
Wiener Alfred                 GetrÑnkegro·handel                                                                        0000Mairegasse 12                 A 2700  Wiener Neustadt               003061
Wiener Allianz                Lebensversicherungs           Aktiengesellschaft                                          0000Hietzinger Kai 101-105        A 1130  Wien                          003067
Wiener Betriebs-und           Baugesellschaft mbH                                                                       0000AnschÅtzgasse 1               A 1153  Wien                          003073
Niederîsterreichische Rund-   schau Verlagsgesellschaft mbH                                                             0000Knîllgasse 13-15              A 1100  Wien                          003087
Ing.Egon Wildschek & Co.      chemische und Lackfabrik                                                                  0000Industriegasse 8              A 1231  Wien                          003151
Wiltschko Gesellschaft mbH    & Co.KG.                                                                                  0000Troststra·e 77/16             A 1100  Wien                          003331
Wirrer Hermann                Kunststeinwerk                                                                            0000Roman Knoll Stra·e 57         A 2324  Rannersdorf,Post-Zwîlfaxing   003510
Wirz KG                       Werbeagentur                                                                              0000Gottfried Keller Gasse 2      A 1030  Wien                          003512
Witti Helmut Gas -u.          Wasserleitungsinstallationen                                                              0000Hauptstra·e 177               A 2391  Kaltenleutgeben               003514
Erwin Wittmann                Gesellschaft mbH                                                                          0000Oswaldgasse 30                A 1120  Wien                          003516
Wohlmuth Elektrik             Gesellschaft mbH                                                                          0000                              A 3441  Pixendorf Nr.35               003522
WoisetschlÑger J.             AAT-Alle Arten Transporte                                                                 0000Simmeringer Hauptstra·e 497   A 1110  Wien                          003528
Hellmut Wîll                  Gesellschaft mbH                                                                          0000Wurfenthalstra·e 42           A 3542  Gfîhl                         003830
WOMA Hochdruckstrahl-         wassersysteme                 Gesellschaft m.b.H                                          0000Industriestra·e 12            A 2120  Wolkersdorf                   003832
Wildenhofer Wien              Speditions-und Transport-     gesellschaft mbH                                            0110Liesinger Flurgasse 5         A 1234  Wien                          003333
Wustinger Antriebstechnik     Gesellschaft mbH                                                                          0000Wîllersdorfer Strasse 68      A 2753  Markt Piesting                003834
Zîchling Florian              SÑgewerk-Baustoffe                                                                        0000Gegend 58                     A 2663  Rohr / Geb.                   002359
Zîchling Papierverwertung     Gesellschaft mbH                                                                          0000Industriezone                 A 2120  Wolkersdorf                   002366
ôsterreichische Brau-         Aktiengesellschaft                                                                        0000Poschacherstra·e 35           A 4020  Linz                          001874
ôsterreichische Brau-Aktien-  gesellschaft BÅrgerliches     Brauhaus Innsbruck                                          0000Ing. Etztel Stra·e 11         A 6021  Innsbruck                     002301
Castolin Gesellschaft mbH                                                                                               0000Brunnerstra·e 69              A 1230  Wien                          005603
Giese Edeltrud                Kunstgewerbe                                                                              0000Haltackerried 9               A 8430  Leibnitz                      001486
J. Kappel's Nfg.              Mathias Minich & Sîhne        Inh. Hermann Wehr                                           0000Hauptplatz 12                 A 8720  Knittelfeld                   006288
öberlandzentrale Lafnitz      Gesellschaft m.b.H. & Co KG                                                               0004                              A 8241  Dechantskirchen               006289
AGA Gesellschaft mbH                                                                                                    0000Landstra·e Hauptstra·e 97-101 A 1031  Wien                          000029
C.Steinweg Handelsveem B.V.   Abt.Ost-Europa                                                                            0000Van Kamphofstraat 15-17       NL3087  AP Rotterdam                  006130
H.Katzenberger Beton-und      Fertigteilwerke               Gesellschaft mbH                                            0000Seyringer Stra·e              A 2201  Gerasdorf                     002196
Magistrat Salzburg            Magistratsdirektion           Betriebsreferat                                             0000Schlo· Mirabell               A 5024  Salzburg                      004631
DÑnisches Konsulat            Konsul Dr. Norman Dick                                                                    0000Imbergstra·e 15               A 5020  Salzburg                      003485
Dr.Peter Zumtobel             Dr.Harald Kronberger          RechtsanwÑlte                                               0000Imbergstra·e 18               A 5020  Salzburg                      005725
Dr. Strobl Karl Friedrich     Rechtsanwalt                                                                              0000Petersbrunnstra·e 1 a         A 5020  Salzburg                      005753
Dr.Fend Reinhold              Rechtsanwalt                                                                              0000City-Center,Bahnhofstra·e 10  A 6845  Hohenems                      006304
BrÅder Veith KG                                                                                                         0000Joanneumring 20               A 8020  Graz                          006307
Motopart                      Handelsgesellschaft mbH                                                                   0000Triester Stra·e 201           A 1230  Wien                          003327
Bussetti & Co                 Gesellschaft mbH                                                                          0000Hernalser Hauptstra·e 108     A 1170  Wien                          000496
Joh.Friedrich Behrens         Gesellschaft mbH                                                                          0056Marktstra·e 3                 A 2331  Vîsendorf                     000193
Austrodisc TontrÑgervertrieb  Wolfgang Kahler               Gesellschaft mbH                                            0000Haidgasse 13                  A 1020  Wien                          000118
Steurer Gerhard               Gro·handel mit Putz-          Reinigungs-u.Waschmitteln                                   0000Pfarrplatz 6                  A 2500  Baden                         005207
Proco Electronik              Entwicklungs-und Handels-     gesellschaft mbH                                            0000Ing. I. Figlgasse 2           A 2540  Bad Vîslau                    006375
Svoboda Erich                 Balkonerzeugung                                                                           0000                              A 8271  Bad Waltersdorf 232           006215
Gubesch Richard               Licht- Ton- und Unterhaltungs-technik                                                     0000Salzburger Strasse 2          A 4053  Haid                          006165
Gojer Adolf                   FÑkalien-und MÅllabfuhr                                                                   0000                              A 9125  KÅhnsdorf-Mitte 5             006373
STRABAG ôSTERREICH            AKTIENGESELLSCHAFT                                                                        0528Salzburger Stra·e 321         A 4021  Linz                          004058
Dipl. Ing. Webern Fritz       Stadtbau- u. Zimmermeister                                                                0000Schillerplatz 4               A 8010  Graz                          005405
Aufzugswerke M.Schmitt & Sohn Montage- und Reparaturwerk-   stÑtten Gesellschaft mit be-  schrÑnkter Haftung            0000Burgenlandstrasse 8           A 6020  Innsbruck                     006159
Johann & Hermann Karner       Gesellschaft n.b.R.                                                                       0000Grimminggasse 40              A 8940  Liezen                        006269
Tripolt Mathias               Schmiede-Schlosserei                                                                      0000Plabutscherstra·e 133         A 8051  Graz-Gîsting                  006359
Sparkasse Lambach                                                                                                       0000Klosterplatz 3                A 4650  Lambach                       005698
ôKASAN Karl Heinz Breyer      Gesellschaft mbH                                                                          0000WÑhringer GÅrtel 75           A 1180  Wien                          006973
Ernst Grein GesellschaftmbH   Steinindustrie                                                                            0000Triesterstra·e 167            A 8020  Graz                          002693
GÑchter Gesellschaft mbH                                                                                                0000Industriestra·e 3             A 6841  MÑder                         006449
Kaplanek Kurt                 Glaserei                                                                                  0000Laxenburgerstra·e 25          A 1100  Wien                          006280
Eckehardt Jeschke, Gro·handel-Import-Export GmbH                                                                        0000Unterhauserweg 4              A 9871  Seeboden                      007191
C.Peters                      Baugesellschaft mbH                                                                       0000SÅdtiroler Stra·e 28          A 4020  Linz                          002933
Lechner Kurt Werner           IKU International                                                                         0000Hausfeldstra·e 212            A 1220  Wien                          007223
Schablonentechnik Kufstein    Gesellschaft mbH                                                                          0026                              A 6330  Kufstein - Schaftenau         006001
Url Franz                     GetrÑnkehandel                                                                            0000Hauptstra·e 63                A 8572  BÑrnbach                      007051
Kastenhofer Willibald         Schilder-Etiketten                                                                        0000Patertal 21                   A 3340  Waidhofen                     002177
Steinmair Oskar J.            Energieberatung                                                                           0000Stadtplatz 22a                A 4840  Vîcklabruck                   007048
MÅller Gertrude               GeflÅgel-Import, Gro·handel                                                               0000Ferdinand Wedenig Stra·e 56   A 9500  Villach-Zauchen               006748
Prinz Liechtenstein           Forstgesellschaft b.R.        SÑge-und Hobelwerk                                          0000Wildbacherstra·e 3            A 8530  Deutschlandsberg              004101
J.Meissl                      Gesellschaft mbH                                                                          0000                              A 5452  Pfarrwerfen 127               007441
Reka Handelsgesellschaft mbH                                                                                            0000Froschaugasse 3               A 8010  Graz                          007644
Beleuchtungstechnik           Gesellschaft mbH                                                                          0000Niederuntersberg 37           A 5620  Schwarzach                    007649
Hoch-und Tiefbauunternehmung  Ing.Breitfu· Gesellschaft mbH                                                             0000                              A 8967  Haus im Ennstal 37            006587
Adolf Herzog                  Gesellschaft mbH                                                                          0000Steingasse 17                 A 1030  Wien                          006173
Bewachungsgesellschaft der    Industrie Gesellschaft mbH                                                                0000Schottenring 33               A 1010  Wien                          007295
Steirische Montanwerke AG                                                                                               0012Donawitzerstra·e 39           A 8700  Leoben                        003900
Horst Essl                    Heimwerker-Kfz-waren          Gesellschaft mbH                                            0012Bahnhofstra·e 14              A 9620  Hermagor                      008074
Eduard Eberhardt              Gesellschaft mbH                                                                          0000                              A 7503  Jabing 224                    007976
Frohnwieser Hans              Sand-und Schotterwerke                                                                    0000                              A 9500  Villach-Zauchen               006752
Sparkasse Aflenz-Thîrl                                                                                                  0000Mariazeller Stra·e 48         A 8623  Aflenz-Kurort                 002211
Mag. Wolf E.                  WirtschaftstreuhÑnder         Steuerberater                                               0000Weizer Stra·e 35/1            A 8200  Gleisdorf                     002534
Dipl.Ing.Partl Josef          Bauunternehmung                                                                           0000Vogau 235                     A 8472  Stra·                         008332
Hamlitsch Guntram             Weststeirische ôlmÅhle                                                                    0000Obere Schmiedgasse 18         A 8530  Deutschlandsberg              007282
LBG Wirtschaftstreuhand- u.   Beratungsgesellschaft m.b.H.  Zweigstelle Graz                                            0000Sporgasse 25III               A 8011  Graz                          003638
Mayer Georg                   GÅter-Nah-und Fernverkehr                                                                 0000HofmÅhlweg 4                  A 8200  Gleisdorf                     008187
Wago Kontakttechnik           Gesellschaft mbH                                                                          0000An der Hîlle 20               A 1100  Wien                          008563
Dipl.-Innenarchitekt B.ô.I.A. Stiendel Hermann              Tischlerei                                                  0000MÅnzgrabenstra·e 131          A 8010  Graz                          007788
MEWA Textil-Mietservice       Habsburg Graz Gesellschaft mbHz.Hd.Frau Arnezeder                                         0000Kudlichweg 14                 A 8054  Graz-Stra·gang                007883
Manfred Pribyl                Fensterhandelsgesellschaft mbH                                                            0000Lazarettgasse 20 a            A 8020  Graz                          002959
AGRE-Kompressoren Druckluft-  gerÑte Gesellschaft mbH                                                                   0000Werkstra·e 1                  A 4451  Garsten                       008876
Porsche-Inter-Auto            Gesellschaft m.b.H.                                                                       0000Ossiacher Zeile 50            A 9500  Villach                       001660
Porsche-Inter Auto            Gesellschaft m.b.H.                                                                       0000Schwefel 77                   A 6850  Dornbirn                      002274
Porsche Maschinen-und Werk-   zeugbau Gesellschaft mbH                                                                  0000Alpenstra·e 175               A 5021  Salzburg                      005743
Manz'sche Verlags-und Uni-    versitÑtsbuchhandlung         (Julius Klinkhardt & Co)                                    0000Kohlmarkt 16                  A 1010  Wien                          003109
Gunzer Albert                 Farbengro·handel                                                                          0000Lastenstra·e 27,Bahnhofsgel.  A 9020  Klagenfurt                    007104
Ribul Oskar                   Glaserei-Kaufhaus                                                                         0000                              A 8551  Wies                          008931
Kosztelitz Consulting         Verwaltungs- und Vertriebs-   gesellschaft mbH                                            0000Marc Aurelstrasse 9           A 1010  Wien                          009238
Stadtgemeinde Eisenerz                                                                                                  0000Rathausplatz 1                A 8790  Eisenerz                      008044
Bierbauer Hubert              Landmaschinenhandel                                                                       0000Hauptstra·e 178               A 8311  Maria Hartmannsdorf           008284
Grabner Bau-                  gesellschaft mbH                                                                          0000Malfattigasse 37              A 1120  Wien                          009155
WerkstÑttenzentrum            Gesellschaft mbH                                                                          0000TannhÑuserplatz 2             A 1150  Wien                          009168
Krîpfel Gesellschaft mit be-  schrÑnkter Haftung            Zweigniederlassung Wien                                     0000Wattmanngasse 29              A 1130  Wien                          007712
A.S.A. Abfall Service         Holdinggesellschaft m.b.H.                                                                0000Strauchergasse 18             A 8020  Graz                          006405
Montabert                     Gesellschaft mbH                                                                          0000Industriezentr.Nô-SÅd,Str.2,M1A 2351  Wr. Neudorf                   008882
Ing.Gissenwehrer Josef        Dachdeckerei                                                                              0000Dr.Th.Kîrner Gasse 18         A 7022  Schattendorf                  009477
ACC All Computer Consult      EDV-Service-Gesellschaft mbH                                                              0000Koppstra·e 103                A 1160  Wien                          009682
Bernecker & Rainer            Industrie Elektronik          Gesellschaft mbH                                            0000                              A 5142  Eggelsberg 120                007496
Seekirchner Erdbau            Gesellschaft mit              beschrÑnkter Haftung                                        0000HaberstÑtten 47               A 5201  Seekirchen                    009851
Krîpfel Gesellschaft mit      beschrÑnkter Haftung                                                                      0000Salzburger Stra·e 69          A 4800  Attnang-Puchheim              010352
Voitischek Karl               Internationale Transporte                                                                 0000Ziegeleistra·e 1              A 9020  Klagenfurt                    009802
Dr.HÑusler                    Rechtsanwalt                                                                              0000Schmidgasse 1                 A 8430  Leibnitz                      010529
Heesen Anton                  Mc Donalds Restaurant                                                                     0000Jakominiplatz 18              A 8010  Graz                          010530
Auktionshaus Wilhelm Dechow   Gesellschaft mbH                                                                          0000Neuer Pferdemarkt 23          D 2000  Hamburg 36                    010499
NEDLLOYD ROAD CARGO           Internationale Spedition      Gesellschaft mbH                                            0000Bachstrasse 57                A 5023  Salzburg                      010729
Trinkl Manfred                Hausverwaltung                                                                            0000JÑgerstra·e 59-63             A 1200  Wien                          010585
Dipl.Ing.Gerold Manfred       Haynaly Gesellschaft mbH                                                                  0000Grazer Stra·e 58              A 8111  Judendorf-Stra·engel          010114
Brandt-Moden                  Vertriebsgesellschaft mbH                                                                 0000Modecenterstra·e 22,B3/EG     A 1030  Wien                          010625
Hongkong Tex                  Warenhandelsgesellschaft mbH                                                              0000Heinzelmanngasse 20           A 1200  Wien                          010302
Ingrid und Raimund Baumann    Gesellschaft mbH & Co KG                                                                  0000LÑngenfeldgasse 27a/3         A 1120  Wien                          010774
Schaden Hannelore             "Vienna Mobil"                                                                            0000Pantucekgasse 9/1/12          A 1110  Wien                          010587
Doncsecs Druck                Gesellschaft mbH              z.Hd. Fr. Steiner                                           0000Grazer Stra·e 32              A 7423  Pinkafeld                     010075
Durabit-Bauplast              Gesellschaft mbH & Co KG                                                                  0000Industriestra·e 39-45         A 4050  Traun                         010470
Gy· Herbert                   Werbegrafik                                                                               0000Mî·lgasse 16                  A 6020  Innsbruck                     011419
Intertrans Speditions-        gesellschaft mbH & Co KG                                                                  0000                              A 8471  Spielfeld 228                 011420
Perkounig Walter              Werbeagentur GesnbR                                                                       0000Karfreitstra·e 24/IV          A 9020  Klagenfurt                    011437
CDI Leuchten-Vertrieb Hotel   Tyrol Gesellschaft mbH & Co KG                                                            0000Grundfeld 30                  A 6410  Telfs                         011484
Hofbauer Vinzenz              Baggerunternehmen-Schotterwerk                                                            0000Rupertusstra·e 25             A 5201  Seekirchen                    011657
Wieder Johann                 Tischlerei                                                                                0000Leibnitzgasse 40              A 1100  Wien                          011499
Streitwieser Karl             "Mitterhaus"                                                                              0000Pîham 2                       A 5452  Pfarrwerfen                   011512
Montan Speditionsgesellschaft mit beschrÑnkter Haftung                                                                  0000Krottendorf 13                A 8605  Kapfenberg                    008666
Mikrozentrum Handels-         gesellschaft mbH                                                                          0000St.Peter Hauptstra·e 208      A 8042  Graz                          010110
Wrangler Germany              Gesellschaft mbH                                                                          0000Starkenburgstra·e 6-8         D 6082  Mîrfelden                     007065
Anibas Manfred                Inh.der Firma MAMACO                                                                      0000Kenyongasse 11                A 1070  Wien                          011711
Kanal - Hîller                Gesellschaft mbH                                                                          0000Urreiting 85                  A 5600  St.Johann                     006388
Zinkl Franz                   Installationen                                                                            0000Kriechbaumgasse 9             A 1120  Wien                          011322
Fink Herbert                  Maschinenputzunternehmen                                                                  0000Reith 91                      A 8311  Markt Hartmannsdorf           012328
BIOPAN Handels-               gesellschaft mbH                                                                          0000                              A 5571  Mariapfarr 135                012826
Amt der SteiermÑrkischen      Landesregierung                                                                           0000Hofgasse 13                   A 8011  Graz                          005019
Achorner Josef                Elektro                                                                                   0000                              A 6370  Reith 244                     012286
Salzburger Gebietskrankenkasse                                                                                          0000Faberstra·e 19-23             A 5024  Salzburg                      013011
ORDAT-SDS Gesellschaft fÅr    Organisation und Datenver-    arbeitung mbH                                               0000Wiener Stra·e 291             A 8051  Graz                          012906
Strasser Bau- und Planungs-   gesellschaft mbH                                                                          0000                              A 9854  Malta 96                      012346
Pîllitzer Hubert              Holz-Center                                                                               0000Sterneckstra·e 15             A 5020  Salzburg                      013055
Funk Elektronik Telekom       Telekommunikationshandels-    gesellschaft mbH                                            0000Wiener Stra·e 287             A 8051  Graz                          012793
Neuburger Hermann             Vornehme Fleischwaren                                                                     0000Markt 29                      A 4161  Ulrichsberg                   013095
Verein Schwei·technische      Zentralanstalt                                                                            0000Arsenal Objekt 207            A 1030  Wien                          013193
Complan Bauplanungs-          gesellschaft mbH                                                                          0000Grazer Platz 5                A 8280  FÅrstenfeld                   013195
Schwarzenbacher Gesell-       schaft mbH & Co KG                                                                        0000Poststra·e 5                  A 5582  St.Michael                    011612
Milde-Verlags-                Gesellschaft mbH                                                                          0000Scheydgasse 24                A 1210  Wien                          012959
Moser u.Radakovits            Gesellschaft mbH                                                                          0000                              A 7511  Mischendorf 144               013075
Marktgemeindeamt Leopoldsdorf im Marchfeld                                                                              0000                              A 2285  Leopoldsdorf                  013396
Haidacher Anton               Fliesenlegermeister                                                                       0000SÅdtiroler Platz 8            A 6330  Kufstein                      013937
Netpoint Computer-Handel      gesellschaft mbH                                                                          0000Sandgrubenweg 56              A 2230  GÑnserndorf                   013216
Ebner Gesellschaft mbH                                                                                                  0000Industriestra·e 7             A 2752  Wîllersdorf                   013940
Hucke Gesellschaft mbH                                                                                                  0000Lengfelden 175                A 5101  Bergheim                      008658
Scharmitzer Gesellschaft mbH                                                                                            0000Hauptstrasse 3o               A 2230  GÑnserndorf                   008804
Ing. Maitz Dieter             Maitz Innenarchitektur                                                                    0000Gîstinger Stra·e 116          A 8051  Graz                          013963
Rudolf Beck & Sîhne           Gesellschaft mbH                                                                          0000Wolfholzgasse 9               A 2345  Brunn / Gebirge               014380
Stadtgemeinde Steyr                                                                                                     0000Stadtplatz 27                 A 4400  Steyr                         008665
Gintenreiter Anna             Esso-Station                                                                              0000Ennser Stra·e 25              A 4400  Steyr                         014621
Stadtgemeinde Klosterneuburg                                                                                            0000                              A 3400  Klosterneuburg                013136
BrandstÑtter Engelbert        Elektrounternehmen                                                                        0000                              A 7432  OberschÅtzen 147              014184
Kiwisch Hellfried             Kiwisch Maschinen                                                                         0000PirchÑcker Stra·e 31          A 8053  Graz                          014725
AMF Austria Milch- und        Fleischvermarktung            reg. Gen.m.b.H                z.Hd. Herrn Peterschilnik     0000Langgasse 1-7                 A 4020  Linz                          014806
Olbort Alfred                                                                                                           0000Triester Stra·e 24            A 2512  Oeynhausen                    014775
Leder und Schuh               Aktiengesellschaft                                                                        0000Lastenstra·e 11               A 8020  Graz                          014416
VIEH UND FLEISCH NORD         GESELLSCHAFT MBH                                                                          0000Henneberggasse 2-4            A 1030  Wien                          014959
Hirner GÅnther                Zimmerei                                                                                  0000Vorstadt 131                  A 8832  Oberwîlz                      014839
Petar                         Gesellschaft m.b.H                                                                        0000Hîrmsdorf 242                 A 8552  Eibiswald                     015054
Reinigungsbedarf              Gesellschaft m.b.H                                                                        0000Ebentaler Stra·e 98 A         A 9020  Klagenfurt                    015117
IRKOWSKY & LEITNER            Gesellschaft m.b.H                                                                        0000Kaiserstra·e 17               A 4020  Linz                          015167
Prantner Norbert              Handelsagentur                                                                            0000Stankagasse 11                A 2324  Rannersdorf                   015146
Diabel                        Gesellschaft m.b.H                                                                        0000Kopfing 30                    A 8224  Kaindorf                      014197
Mazuheli Anton                Fahrzeug-Landmaschinen        Alu- und Stahlbau                                           0000                              A 8492  Halbenrain 108                008539
Grazer Tourismus              Gesellschaft m.b.H            z.Hd. Fr. Kriegler                                          0000Herrengasse 16                A 8010  Graz                          014929
Ing. Gerald Etschmaier        Bauplanungsgesellschaft m.b.H                                                             0000Argenotstra·e 20              A 8047  Graz                          014421
